age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
35.0, Private,187297.73, Prof-school,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,34.945778, Peru, <=50K
33.0, Private,190822.3, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,217982.98, Prof-school,9.0, Never-married, Transport-moving, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
37.0, Private,228749.88, Assoc-acdm,15.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,164099.19, Some-college,10.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,37.0, Peru, <=50K
35.0, Private,216198.98, Some-college,14.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,80.0, Peru, <=50K
44.0, Never-worked,174661.62, Some-college,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,70.0, Peru, <=50K
32.0, Private,155794.75, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
44.0, Private,202134.7, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,151287.64, Some-college,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.172134, Private,169937.61, 10th,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
24.0, Private,162365.25, Some-college,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,188271.36, Assoc-acdm,9.0, Never-married, Transport-moving, Husband, White, Female,0.0,0.0,40.0, Peru, >50K
40.0, Private,151077.61, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
30.0, Private,172454.78, 10th,9.0, Never-married, Craft-repair, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,164653.64, 10th,10.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,135118.55, 10th,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,236834.42, 10th,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, >50K
35.0, Private,223091.31, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
53.0, Private,148408.45, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
54.0, Private,242982.81, Assoc-acdm,14.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,155699.61, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,228176.97, Masters,13.0, Never-married, Handlers-cleaners, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
39.0, Private,280949.88, Masters,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,35.0, Peru, <=50K
39.0, Private,171754.22, 7th-8th,9.0, Divorced, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,168608.86, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,219106.94, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,221283.11, Some-college,10.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Never-worked,177220.98, Assoc-acdm,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
65.82848, Private,241923.56, 10th,15.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,200424.84, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
51.0, Private,220627.83, Masters,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,253953.52, Some-college,14.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
45.0, Private,146457.2, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,175679.17, Assoc-acdm,14.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,157971.3, Masters,9.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,266255.03, Assoc-acdm,15.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
33.0, Private,225107.86, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,52.0, Peru, <=50K
51.0, Private,156871.08, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.7829, Private,206280.31, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,165612.56, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,153486.77, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,244038.69, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
47.0, Private,249564.81, 10th,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
35.0, Private,224759.28, Masters,9.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,227618.81, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,156254.48, Some-college,9.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,283599.66, Assoc-acdm,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,84.0, Peru, <=50K
37.0, Private,200019.12, Masters,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,227008.81, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,230397.08, Masters,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,242129.22, Some-college,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
57.0, Private,157906.38, Assoc-acdm,15.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,44.0, Peru, <=50K
47.0, Private,146397.08, Masters,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,65.0, Peru, <=50K
33.0, Private,234269.31, Prof-school,10.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
60.62902, Private,165270.53, 10th,15.0, Married-spouse-absent, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, >50K
46.0, Private,250583.62, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,202556.08, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,36.0, Ireland, <=50K
37.0, Private,153372.62, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
31.0, Private,154901.64, 10th,14.0, Never-married, Sales, Other-relative, White, Male,0.0,0.0,60.0, Peru, >50K
59.0, Private,190181.22, Some-college,14.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,201161.95, Masters,15.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,60.293488, Peru, <=50K
42.0, Private,191568.1, Masters,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,236334.19, Assoc-acdm,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,148374.6, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,30.0, Peru, <=50K
40.0, Private,247068.9, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,201630.78, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,217965.52, Assoc-acdm,9.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,45.0, Peru, <=50K
32.0, Private,158447.92, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
65.0, Private,173512.8, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
32.0, Private,228631.27, Some-college,13.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,159917.53, 10th,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,37.0, Peru, <=50K
34.0, Private,232887.92, Masters,9.0, Never-married, Protective-serv, Other-relative, White, Female,0.0,0.0,45.0, Peru, >50K
70.0, Private,145301.34, Assoc-acdm,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,206633.0, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,214199.95, Some-college,11.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Never-worked,223702.55, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,283587.28, Some-college,9.0, Divorced, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,206933.4, Some-college,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,145633.03, Masters,10.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,80.0, Peru, <=50K
33.0, Private,200102.06, Masters,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,165942.47, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,171248.95, Prof-school,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,217232.94, Some-college,10.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,139342.2, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,182255.42, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,36.0, Peru, <=50K
34.0, Private,247783.9, Some-college,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,174829.77, Assoc-acdm,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,227856.97, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,253373.47, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,50.0, Peru, >50K
46.0, Private,218476.47, Some-college,13.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,217913.03, Assoc-acdm,10.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,35.0, Peru, <=50K
39.0, Private,240064.73, 10th,9.0, Never-married, Transport-moving, Other-relative, White, Male,0.0,0.0,50.0, Peru, <=50K
42.0, Private,155338.19, Some-college,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
50.0, Private,222384.64, Assoc-acdm,14.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
41.0, Private,154826.22, Masters,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,155752.34, Masters,10.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,148906.27, Prof-school,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.0, Private,222864.4, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,202279.22, 10th,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.0, Private,291688.78, Masters,13.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
57.0, Private,148341.39, Masters,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,93.68449, Peru, <=50K
50.0, Private,200678.97, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
54.016308, Private,244179.12, Assoc-acdm,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, >50K
40.0, Private,194065.11, 10th,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,31.439062, Peru, >50K
47.0, Private,153742.45, Some-college,9.0, Never-married, Transport-moving, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
24.0, Private,163504.1, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,150418.47, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
41.0, Private,233313.38, Some-college,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
41.0, Private,169106.7, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.9635, Private,159387.39, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
22.0, Private,212115.72, Prof-school,9.0, Never-married, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,210998.94, Some-college,14.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,198853.52, Some-college,10.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,148794.56, Some-college,9.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,208296.14, Masters,13.009538, Married-spouse-absent, Sales, Other-relative, White, Male,0.0,0.0,63.534878, Peru, <=50K
57.0, Private,162053.55, Assoc-acdm,9.0, Married-AF-spouse, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.289217, Private,158777.02, Prof-school,9.0, Never-married, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,225505.4, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.46291, Private,161536.1, Some-college,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,232056.23, 10th,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,153095.12, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,204011.64, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,198229.02, 10th,9.0, Never-married, Machine-op-inspct, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,147168.2, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
50.0, Private,238959.64, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
54.0, State-gov,201269.16, Masters,9.0, Divorced, Craft-repair, Other-relative, White, Male,0.0,0.0,42.0, Peru, <=50K
33.0, Private,159894.3, Masters,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,218681.8, Some-college,10.0, Married-spouse-absent, Sales, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,150546.98, Some-college,13.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,253328.9, Assoc-acdm,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
43.0, Private,237668.94, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.8946, Private,226351.14, Prof-school,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,212820.8, Prof-school,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,60.0, Peru, <=50K
31.0, Private,208707.17, Masters,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
30.433857, Private,142777.8, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,157763.8, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,168083.72, Some-college,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
41.44094, Private,207632.25, 10th,11.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,159866.19, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,153749.98, Some-college,9.0, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,154623.02, 10th,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,50.0, Peru, <=50K
46.0, Private,220085.02, Assoc-acdm,13.0, Married-AF-spouse, Protective-serv, Not-in-family, White, Male,5446.6963,0.0,60.0, Peru, >50K
23.0, Private,152516.6, Some-college,9.0, Never-married, Sales, Not-in-family, White, Female,0.0,0.0,40.0, Peru, <=50K
39.0, Private,210196.1, Masters,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
30.0, Private,156084.92, Prof-school,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,24.0, Peru, <=50K
34.0, Private,163594.06, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,210324.75, Assoc-acdm,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
53.0, Private,158519.81, Some-college,10.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,215269.19, Prof-school,9.0, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
43.0, Private,251675.08, Assoc-acdm,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
42.25061, Private,263266.6, Masters,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
48.37649, Private,190993.02, Some-college,14.0, Married-spouse-absent, Protective-serv, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
41.0, Private,183206.56, Masters,14.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,213105.25, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
33.0, Private,198473.52, Some-college,9.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
60.0, Private,198251.69, Masters,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
46.0, Private,167609.06, Some-college,14.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
28.0, Private,186851.16, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,244431.39, Some-college,10.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
56.0, Private,143354.64, Some-college,13.0, Married-AF-spouse, Sales, Other-relative, White, Male,0.0,0.0,40.0, Peru, <=50K
60.0, Private,272406.84, Some-college,9.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
36.0, Private,242286.84, Assoc-acdm,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,43.832806, Peru, >50K
39.0, Private,222727.1, Some-college,15.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,157758.66, Some-college,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
55.0, Private,217055.56, 10th,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,20.0, Peru, <=50K
54.0, Private,207818.89, Masters,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
34.0, Private,214722.64, 10th,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,223094.38, Masters,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,221459.78, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,251632.38, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
26.0, Private,185922.77, Prof-school,9.0, Never-married, Transport-moving, Own-child, White, Male,0.0,0.0,35.0, Peru, <=50K
47.0, Private,159032.6, Masters,13.0, Never-married, Exec-managerial, Own-child, White, Male,0.0,0.0,35.0, Peru, <=50K
34.0, Private,192941.08, Some-college,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
32.0, Private,161151.34, Prof-school,14.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
56.0, Private,274166.38, Some-college,10.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,196878.16, 10th,9.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,30.0, Peru, <=50K
40.0, Private,200864.47, Some-college,9.0, Married-spouse-absent, Exec-managerial, Own-child, White, Female,0.0,0.0,40.0, Peru, <=50K
41.0, Private,227529.62, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,195067.55, Some-college,9.0, Married-spouse-absent, Craft-repair, Husband, White, Male,0.0,0.0,48.0, Peru, <=50K
39.0, Private,161839.06, Some-college,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
54.0, Private,187771.33, 7th-8th,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,25.0, Peru, <=50K
28.0, Private,197719.48, Assoc-acdm,14.0, Never-married, Exec-managerial, Not-in-family, White, Male,99999.0,0.0,40.0, Peru, <=50K
37.060863, Private,189589.58, Masters,13.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
21.0, Private,179968.34, Some-college,9.0, Never-married, Sales, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,253452.92, Some-college,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
40.0, Private,145558.06, Masters,10.0, Never-married, Handlers-cleaners, Own-child, White, Male,0.0,0.0,70.0, Peru, <=50K
38.0, Private,155754.86, Masters,9.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
31.0, Private,197584.3, Some-college,9.0, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.10936, Private,158370.52, Assoc-acdm,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
35.0, Private,192070.4, Assoc-acdm,10.0, Never-married, Transport-moving, Not-in-family, White, Male,0.0,0.0,55.0, Peru, <=50K
57.0, Private,250388.92, Some-college,10.0, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
62.0, Private,152692.97, Assoc-acdm,9.0, Married-spouse-absent, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,151699.44, 10th,9.0, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
39.0, Private,216581.83, Some-college,9.0, Married-spouse-absent, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
49.0, Private,193299.27, Assoc-acdm,9.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
38.0, Private,175657.3, Assoc-acdm,10.0, Married-spouse-absent, Transport-moving, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
51.0, Private,204009.44, 10th,13.0, Married-spouse-absent, Transport-moving, Husband, White, Male,0.0,0.0,40.0, Peru, <=50K
27.0, Private,158339.14, Some-college,10.0, Never-married, Sales, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
45.0, Private,214838.78, Some-college,13.0, Never-married, Craft-repair, Own-child, White, Male,0.0,0.0,44.017395, Peru, >50K
41.0, Private,257804.83, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
36.0, Private,154042.55, Some-college,13.0, Never-married, Exec-managerial, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
44.0, Private,163452.6, Masters,13.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
29.0, Private,180126.98, Assoc-acdm,9.0, Never-married, Craft-repair, Not-in-family, White, Male,0.0,0.0,45.0, Peru, <=50K
50.0, Private,148235.12, Prof-school,10.0, Married-AF-spouse, Protective-serv, Other-relative, White, Male,0.0,0.0,35.0, Peru, <=50K
49.0, Private,213919.05, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
23.868668, Private,197104.45, Prof-school,9.0, Never-married, Sales, Own-child, White, Male,0.0,0.0,40.0, Peru, <=50K
37.0, Private,145076.42, Some-college,9.0, Never-married, Protective-serv, Not-in-family, White, Male,0.0,0.0,40.0, Peru, <=50K
